Lot Area,Bedroom AbvGr,Year Built,1st Flr SF,2nd Flr SF,Full Bath,Bsmt Full Bath,Garage Cars,Garage Area,TotalSF,SalePrice
1680,2,1973,483,504,1,1,1,460,2311,100000
1890,2,1972,483,504,1,0,1,440,2110,100500
1869,2,1970,483,504,1,0,1,264,1756,106000
1680,2,1971,483,504,1,0,1,774,3864,85400
1680,2,1971,483,504,1,0,1,846,4014,89500
1680,3,1972,630,672,2,0,1,1220,4162,111750
4043,2,1977,1069,0,2,0,2,858,4165,140000
2308,4,1975,855,601,2,0,2,905,3164,143000
2529,2,1977,1055,0,2,0,2,866,3420,148500
9477,3,1966,892,0,1,0,1,650,4882,110000
12444,2,2008,1932,0,2,1,3,706,3900,394617
12474,3,2007,1742,590,2,1,3,850,4598,426000
14803,2,2007,2084,0,2,1,3,1150,4410,385000
14948,3,2008,1476,1237,2,1,3,1003,3745,446261
12704,3,2007,1582,0,2,1,3,656,3036,317500
13891,2,2007,1710,0,2,1,3,756,3480,372402
13693,4,2007,2464,0,2,1,3,789,5005,417500
14418,2,2007,1950,0,2,1,3,726,4240,383000
13418,4,2006,1850,898,2,1,3,871,3044,390000
12539,4,2005,1632,1158,2,1,4,732,3178,460000
12151,3,2005,1414,917,2,1,3,746,4128,379000
8899,4,2007,948,1140,2,0,3,795,4455,250000
10574,4,2004,1170,1162,2,1,3,870,3724,316000
12720,1,2003,2470,0,1,2,3,1052,3404,615000
13688,3,2003,1572,1096,2,1,3,484,2734,412500
10625,3,2003,1006,1040,2,1,3,588,3036,284000
10845,2,2003,1575,0,2,1,3,564,3368,284000
16900,4,2001,1515,1134,2,1,3,944,3600,421250
16451,4,2003,1804,886,2,0,3,550,2684,370000
10110,2,2008,1866,0,2,1,3,550,2684,336860
8769,1,2008,1702,0,1,1,3,474,2390,367294
12304,2,2005,1367,0,2,0,2,474,2390,192000
12677,1,2003,1518,0,1,0,2,484,2716,274000
8849,2,2005,1684,0,2,0,2,644,2870,266000
8232,2,2007,1800,0,2,1,3,668,2969,370967
6240,2,2006,1342,0,2,1,2,437,2850,234250
6240,2,2006,1342,0,2,0,2,388,2532,219500
2448,2,2003,764,862,2,0,2,428,2392,155000
2448,2,2003,764,862,2,1,2,393,2304,154000
8198,2,2004,1358,0,2,1,2,398,2432,207000
3940,2,2003,1455,0,2,1,3,400,2022,195000
3940,2,2004,1576,0,2,1,3,400,2184,219990
3182,2,2005,1504,0,2,0,2,400,2560,191000
3182,2,2007,1266,0,2,0,2,434,2833,159895
3710,2,2007,1246,0,2,0,2,484,2708,187687
9024,3,2004,813,702,2,0,2,451,2728,179000
7415,3,2004,864,729,2,1,2,431,2874,193000
9587,2,2005,1166,0,2,1,2,388,2278,190000
8029,3,2005,728,728,2,0,2,403,2121,176000
8010,3,2002,840,880,2,0,2,400,3359,188000
8396,4,2003,847,1139,2,0,2,450,2482,213000
7301,2,2007,1358,0,2,1,2,516,3372,217300
10261,3,2000,962,830,2,1,2,696,4100,186500
8220,3,2000,1008,884,2,0,2,836,3343,226750
15384,3,2004,788,702,2,1,2,687,3691,184000
7750,3,2002,707,707,2,0,2,938,3988,176000
12460,4,1999,1037,1285,2,0,2,576,3189,225000
8390,3,1999,873,778,2,0,2,751,3743,185900
9660,3,1997,1182,1017,2,0,2,839,4222,284500
9200,4,1998,1470,1160,2,1,3,983,3729,315000
14260,4,2000,1145,1053,2,1,3,783,3277,250000
11000,4,2000,1533,639,2,0,3,525,3350,291000
11675,2,1998,2006,0,2,1,3,691,3973,350000
10990,4,1996,1064,1061,2,1,2,830,3160,279500
11929,4,1995,1251,1250,2,0,3,668,2827,290000
10437,2,1995,2113,0,2,1,3,824,3148,350000
10542,3,1993,1325,1093,2,1,3,642,3156,341000
10010,4,1993,1108,1089,2,1,3,592,3004,287500
10944,3,1994,1223,904,2,1,2,758,3126,271000
14303,2,1994,1987,0,2,1,2,554,2845,301500
11932,3,2007,1580,0,2,0,3,851,3202,235128
14598,4,2007,894,1039,2,0,3,880,2829,214000
11957,3,2006,1574,0,2,0,3,480,2920,232000
13253,3,2006,1578,0,2,1,3,588,2735,240000
14587,2,2008,1506,0,2,0,2,529,2744,264132
10206,3,2007,1563,0,2,0,3,480,2856,245000
12274,3,2008,1428,0,2,0,2,603,2634,227680
9801,3,2007,1341,520,3,0,3,648,3045,257000
9428,3,2007,955,919,2,1,3,936,2984,297900
10037,3,2006,1460,0,2,0,2,836,3112,247000
8640,3,2007,1372,0,2,0,2,562,2478,212700
8640,3,2007,1372,0,2,0,2,660,3320,250580
11639,3,2007,1428,0,2,0,2,462,2436,182000
9803,3,2005,866,902,2,0,2,673,2592,226700
9375,3,2003,1053,939,2,0,2,0,2160,250000
10625,3,2005,1026,932,2,0,3,542,2531,250000
10800,3,2007,1050,1028,2,1,3,478,2498,339750
8125,3,2007,822,843,2,0,2,0,2350,205950
10625,3,2007,1660,0,2,0,3,576,2228,256000
7500,2,2007,1218,0,2,1,2,576,2228,230348
8791,3,2003,864,864,2,0,2,520,2438,207500
7500,3,2004,1080,0,1,1,0,483,2324,141000
10110,3,2003,835,861,2,1,2,525,2363,188000
12774,3,2003,835,828,2,0,2,474,2566,192500
13072,3,2005,1175,0,1,1,0,575,3087,146000
13695,3,2004,1114,0,1,1,2,483,2489,159000
13695,3,2003,1114,0,1,1,2,627,2504,155000
8366,3,2004,798,842,2,0,2,506,2573,173000
9260,3,2007,1162,0,2,0,2,496,2572,170000
8453,3,1995,754,855,2,0,2,506,2542,182000
8480,3,1993,886,794,2,0,2,533,3221,163000
8125,3,1994,1679,0,2,1,2,530,2398,193500
14565,3,1994,832,825,2,0,2,384,1968,189000
8450,3,2001,827,850,2,1,2,352,1824,190500
8285,3,1992,844,893,2,0,2,420,1728,175000
7153,3,1991,1294,0,2,1,2,308,1780,179200
9291,3,1993,832,878,2,0,2,276,1728,187000
8012,2,1993,1617,0,2,1,2,288,1824,193000
7892,2,1993,1199,0,2,0,2,484,2860,153900
9100,3,1963,984,0,1,1,1,490,2642,128000
12968,2,1962,912,0,1,1,1,473,3613,144000
8100,3,1961,864,0,1,1,1,636,4634,135000
8450,3,1968,890,0,1,1,1,530,2782,115000
6360,3,1963,864,0,1,0,1,625,1875,119916
6768,3,1961,912,0,1,1,1,495,2480,142000
19508,3,1974,1430,0,2,0,2,480,1800,192000
10759,4,1972,1001,640,2,0,2,540,2081,140000
9205,4,1990,1364,1319,2,1,2,540,2081,290000
11025,4,1993,1827,959,2,1,2,440,2245,372500
4282,2,2004,1391,0,2,0,2,440,2293,196000
4017,2,2006,625,625,2,0,2,495,3252,171900
3435,1,2004,1245,0,2,0,2,545,2620,178000
3180,2,2005,600,600,2,1,2,588,2838,165000
3180,2,2007,703,689,2,0,2,484,3114,146000
3604,2,2007,703,689,2,0,2,506,3407,146000
2280,3,1999,757,744,2,0,2,462,1852,179400
2280,3,1999,757,792,2,1,2,462,2076,172900
4765,2,2000,1638,0,2,1,2,546,2647,300000
4538,1,2001,1310,0,1,1,2,480,2546,285000
4385,2,2001,1419,0,1,1,2,480,2567,290000
4109,2,1999,1557,0,2,1,2,846,3363,305000
5119,2,1999,1709,0,2,1,2,500,2548,328900
2160,2,1999,624,628,2,1,2,477,2469,160000
2160,3,1999,684,720,2,1,2,473,3438,170000
10646,3,2001,872,917,2,1,2,516,2464,223000
2645,3,1999,962,624,2,1,2,864,3938,170000
2645,3,1999,962,645,2,1,2,550,3097,200000
3951,2,1998,1469,924,2,1,2,469,2764,345000
14963,1,1996,1288,0,1,1,2,530,2986,245500
11064,1,1995,1239,0,1,1,2,516,2854,217500
10846,1,1993,1719,0,1,2,2,512,3480,324000
11120,3,1984,1232,0,2,0,2,528,2516,162500
24572,3,1977,1599,1345,2,0,3,578,3240,150000
16280,3,1976,1671,0,3,1,2,484,3250,290000
7500,3,2002,952,860,2,0,2,624,4136,205000
10400,3,1970,1682,0,2,0,2,470,2196,174000
11104,4,1969,1427,0,2,0,2,576,1824,183000
11050,4,1968,1740,0,1,0,2,576,1837,150000
11040,3,1971,1258,0,2,0,2,576,3456,145000
15387,4,1967,1620,0,2,0,2,576,3456,215000
9750,4,1965,1625,0,2,0,2,506,3312,140500
10800,4,1974,1548,1066,2,0,2,464,2495,240000
8814,4,1968,732,732,1,0,2,831,3857,141000
8872,2,1965,912,0,1,1,2,540,2777,147000
8125,3,1965,925,0,1,1,2,484,2432,135000
11072,6,1965,1728,0,2,0,2,588,1943,145000
13101,6,1965,1728,0,2,0,2,486,2810,142600
9246,4,1973,1656,0,2,0,2,267,1014,135000
13355,4,1971,845,825,1,0,2,352,1814,170000
8963,4,1976,1175,1540,3,0,2,283,1904,299800
9120,4,1974,943,933,2,0,2,525,2248,185000
9130,4,1966,800,832,1,0,2,576,2850,173000
12122,3,1961,999,0,1,1,2,490,2292,178400
9900,4,1968,1098,880,2,0,2,384,2272,176000
7785,2,1956,1014,0,1,0,1,504,2184,98000
8593,3,1957,907,0,1,0,1,502,2484,109008
8475,2,1956,952,0,1,0,1,520,2598,135750
8700,3,1963,1128,0,2,1,2,451,2228,155000
10175,3,1964,1425,0,2,0,2,312,2106,180500
9020,3,1966,1165,0,1,1,2,528,2504,174900
9200,3,1965,1136,0,1,1,1,312,2200,140000
8250,3,1964,1092,0,1,1,2,264,2236,145000
9350,3,1965,1265,0,2,0,2,287,720,179900
9020,3,1964,1350,0,1,1,2,0,999,168500
9900,3,1961,1114,0,1,1,2,205,2068,140000
10007,3,1959,1053,0,1,1,1,231,1254,145500
10721,3,1959,1252,0,1,0,2,450,2792,142000
12493,3,1960,1100,0,1,1,1,288,2284,141000
11332,3,1960,1118,0,1,1,1,264,1909,153000
6627,2,1949,720,0,1,0,1,377,2653,72500
4130,2,1935,729,0,1,0,0,312,2072,52000
7420,2,1939,1077,0,1,1,1,492,2684,118000
4882,2,1937,453,453,1,0,1,504,2724,87000
9600,3,1960,1496,0,2,0,2,456,2288,141500
9600,3,1950,1032,220,1,0,1,462,2856,119000
9600,3,1950,1337,0,1,1,1,296,2530,141500
9600,3,1955,1661,0,1,1,1,480,3092,165500
7584,3,1953,1036,0,1,0,1,260,2196,112900
13700,4,1965,902,918,1,0,2,336,2288,201800
10197,3,1961,1362,0,1,1,2,506,2214,163000
7875,3,1961,1144,0,1,1,2,292,2352,139950
8400,3,1962,1537,0,1,1,2,480,2688,174000
9150,3,1962,1431,0,1,0,1,433,2522,165000
14670,4,1966,1104,884,2,0,2,441,2965,227000
7390,3,1955,1098,0,1,1,1,297,2392,135000
9204,3,1963,1144,0,1,1,1,458,2784,124000
7763,3,1962,1283,0,1,1,2,288,2160,140000
8856,3,1957,1176,0,1,1,1,384,2208,136500
9840,2,1959,1440,0,2,1,1,240,1602,185000
9120,3,1958,1261,0,1,1,2,636,2304,163000
13200,3,1958,1570,0,1,1,2,400,1934,166800
9000,2,1956,1196,0,1,1,1,540,2788,139000
11900,3,1957,1392,0,1,1,2,840,1904,166000
9464,3,1958,1080,0,1,0,1,240,1546,136000
10425,3,1956,1104,0,1,1,1,301,1764,133000
11556,2,1952,882,0,1,1,1,336,2048,116000
9373,3,1953,1152,0,1,0,2,484,3648,137500
12774,2,1953,950,0,1,0,2,390,869,130000
14250,3,1957,1790,0,2,0,2,288,1906,180000
7350,2,1951,952,0,1,1,2,288,2471,139000
7677,2,1953,773,0,1,0,1,308,1344,110000
8838,4,1957,1764,0,2,0,1,1488,2328,100000
8480,2,1947,832,384,1,0,1,0,1294,118500
12436,5,1957,1824,0,2,0,2,490,2574,146000
10122,1,1948,869,0,1,0,1,372,1956,89900
7506,3,1925,747,412,1,0,1,495,2624,114000
10930,3,1945,1048,510,1,1,1,352,2506,140000
5400,2,1940,672,0,1,0,1,401,2162,86900
10836,3,1922,1254,182,1,0,4,505,2654,139000
10800,3,1900,694,600,2,0,0,414,1015,106250
9247,4,1962,858,858,1,0,2,576,1752,171000
10180,3,1968,1044,0,1,0,2,420,1048,139000
11355,3,1958,1312,0,1,0,2,404,2582,186000
10920,2,1960,1253,0,1,1,1,311,2512,157000
12929,3,1960,1081,0,1,1,1,299,2054,148000
27650,4,1960,2069,0,2,1,2,308,2538,242000
8892,3,1953,910,0,1,0,2,576,2088,116000
7200,2,1951,876,0,1,0,2,280,1920,94000
7200,3,1950,1048,0,1,0,2,528,1664,98300
7910,4,1960,1507,0,2,0,1,240,2132,127000
8000,3,1959,1256,0,1,1,1,0,3600,159000
8000,3,1962,1027,0,1,0,1,480,2356,125900
7931,3,1960,1269,0,1,0,1,350,1650,155000
8064,3,1948,819,501,2,0,2,483,2576,138000
6390,2,1954,984,0,1,1,1,442,2391,112500
7227,2,1954,832,0,1,0,2,264,2234,105500
7200,4,1954,854,424,1,0,1,308,1325,127500
8513,6,1961,1800,0,2,0,0,504,1444,130000
7200,3,1955,1024,564,1,0,2,686,2189,150000
7200,2,1954,825,0,1,0,1,400,2103,109500
7056,4,1963,983,813,1,1,2,330,2040,140000
9760,4,1964,798,813,1,1,2,520,4302,167900
7590,3,1963,1117,0,1,0,1,256,1344,136870
9836,3,2008,1133,0,1,1,1,308,2184,143000
5232,2,1925,764,0,1,0,2,0,2314,73000
10440,3,1904,958,581,2,0,2,484,3444,157500
9184,3,1948,948,375,1,0,2,440,2457,122600
4800,2,1910,680,680,1,0,1,225,2676,111000
10440,5,1920,1584,1208,2,0,2,0,1958,256000
4800,2,1940,672,0,1,0,1,828,2320,64000
6000,4,1915,728,728,1,0,1,200,1380,139500
11426,3,1910,828,658,2,0,0,0,1764,118000
11426,3,2003,1362,720,2,0,2,250,1578,200000
7628,2,1940,1095,561,2,0,2,528,2046,119164
7308,2,1920,960,780,1,0,1,869,2403,122250
5400,2,1920,1027,0,1,0,0,297,814,120000
10800,3,1940,884,552,2,0,2,288,1856,155000
6756,2,1910,899,0,1,0,1,281,1802,78000
5914,3,1890,684,396,1,0,0,0,2036,95000
6000,2,1948,789,0,1,0,1,870,4963,115000
12000,2,1948,1122,0,1,1,2,420,2424,147000
9000,3,1946,904,595,1,0,3,720,2292,140000
7311,1,1946,407,0,1,0,1,288,2074,46500
6000,3,1957,928,0,1,0,1,513,1968,112500
6000,2,1954,901,0,1,0,1,308,1363,107900
12205,5,1949,1588,0,2,0,0,393,3323,65000
18386,3,1880,1675,1818,3,0,3,396,2793,295000
9142,4,1900,830,797,2,0,2,0,2112,139500
12665,4,1915,876,540,1,0,3,360,2067,153900
5350,3,1920,730,720,1,0,1,672,2394,132000
4571,4,1916,624,720,1,0,3,0,2226,98000
9143,2,1900,709,308,1,0,1,0,2837,114000
9600,4,1920,1377,973,2,0,2,288,1683,130000
9600,3,1917,1134,924,1,0,2,880,4012,129500
6000,3,1905,884,656,1,0,0,400,1809,129400
9600,3,1928,689,689,2,0,2,342,3808,161000
10800,3,1905,1221,691,2,0,2,308,1968,163000
6300,3,1914,742,742,2,0,0,352,2845,128000
5250,4,1872,938,1215,2,0,0,308,882,122000
5700,2,1926,572,539,1,0,1,308,1962,116900
13500,3,1893,1521,1254,3,0,2,288,2151,325000
11340,2,1920,723,363,1,0,2,252,2340,55000
10800,5,1890,1313,1182,2,0,2,308,1521,184000
9750,2,1959,984,0,1,1,1,240,2762,110000
12150,4,1954,1050,745,2,0,1,0,1568,131500
12702,2,1956,882,0,1,0,1,240,1882,97000
8516,2,1958,1093,0,1,0,1,200,1844,115500
7111,2,1928,1143,0,1,0,1,240,2653,138000
7425,3,1945,1195,473,1,0,1,370,1898,108000
9100,2,1930,779,0,1,0,1,208,2020,79500
7010,3,1935,1144,594,2,0,1,672,2322,153000
6130,2,1924,784,0,1,1,0,240,2081,109500
5000,3,1941,832,378,1,0,1,160,2005,124000
5870,3,1900,736,554,1,0,1,355,1781,106900
6000,3,1940,1014,658,1,0,1,280,,164900
6000,2,1924,949,0,1,0,2,336,1840,119000
6000,3,1929,950,208,1,0,1,164,808,120000
6000,3,1937,825,672,2,0,1,360,2651,157000
6000,2,1939,874,468,2,0,1,400,2998,105000
5000,3,1926,1013,0,1,0,1,576,3002,113000
5520,3,1920,565,651,1,1,1,468,2726,115000
5940,2,1946,896,0,1,,1,502,1973,79000
6240,2,1929,624,512,1,0,1,240,1040,123000
6120,1,1945,808,0,1,0,1,240,1957,81300
6240,3,1930,1128,445,2,0,2,370,2681,162900
6240,4,1939,1245,764,2,0,2,240,2846,150000
6120,4,1923,1226,676,2,0,2,672,2526,123500
6120,2,1931,1022,752,2,0,2,240,2388,129900
6155,3,1920,751,611,2,0,2,275,1654,128000
6324,1,1927,520,0,1,0,1,360,3226,68500
8635,2,1948,1072,213,1,1,1,228,2254,127000
13053,4,1923,1053,795,1,0,2,228,2405,207000
9120,4,1925,1133,687,2,1,1,440,1536,184000
9144,4,1915,1170,546,2,0,2,308,2304,162500
9144,3,1940,988,517,1,1,1,400,2544,145000
10267,2,1918,838,0,1,1,1,400,2188,130000
8094,5,1910,1242,742,2,0,1,320,2080,160000
5100,3,1925,833,833,1,0,1,384,2004,161000
4347,3,1910,825,784,1,0,1,0,1725,127500
6291,1,1930,768,0,1,0,2,720,1650,93850
10266,4,1952,768,768,1,0,1,0,2099,136000
6876,4,1938,1272,0,2,0,2,576,1210,141000
10320,2,1915,880,428,2,0,2,0,1880,120000
7200,2,1925,1040,0,1,0,2,216,2225,127500
7006,3,1925,788,448,2,1,1,240,2100,127000
7920,3,1920,1035,371,1,0,0,322,2163,89500
8235,2,1955,825,0,1,1,2,312,1991,125000
5586,4,1920,1088,110,1,0,0,680,1588,79900
10320,1,1912,759,0,1,0,2,0,1999,85000
10320,3,1915,808,536,2,0,0,440,2056,82375
10320,3,1906,756,713,1,0,1,384,2080,135000
9488,3,1947,1054,0,1,0,1,484,2104,124000
8250,3,1968,1211,0,1,0,1,408,1780,134000
21286,4,1948,720,551,2,0,1,294,1984,135000
17120,4,1959,1120,468,2,0,2,450,1788,134432
10106,4,1940,808,547,2,1,0,504,1484,127500
11235,3,1963,1075,0,1,1,2,270,2146,148000
11200,3,1965,1040,0,1,1,1,506,2186,129500
13014,3,1978,1096,0,1,1,2,400,2456,157500
7162,3,1966,904,0,1,0,1,400,2440,109900
10265,3,1967,992,0,1,1,1,0,2012,145000
9764,3,1967,894,0,1,1,2,271,2456,130000
7703,3,1978,1034,0,1,0,2,300,1920,153000
9981,3,1967,1073,0,1,0,1,621,2176,120000
7400,2,1984,1126,0,1,1,2,354,2766,152000
12900,0,1969,1258,0,0,2,2,564,2854,108959
12900,3,1920,1140,0,1,1,2,300,2134,95541
9000,3,1959,1006,0,1,0,0,240,1344,80000
8544,3,1966,1228,0,1,0,1,626,2709,149350
9239,3,1963,960,0,1,1,1,627,1926,144900
14175,1,1956,1188,0,1,1,2,912,1768,185000
13284,3,1954,1383,0,1,1,1,431,2582,165000
13500,1,1960,1252,0,1,1,2,505,3182,235000
13825,3,1958,1021,580,1,0,1,478,3048,140000
10200,2,1940,672,0,1,0,1,439,2748,108000
10532,3,1960,1721,0,2,1,2,529,3027,145000
8375,2,1941,864,486,1,1,3,312,2376,152400
10200,3,1970,904,0,1,0,3,249,1649,144000
2887,2,1996,1291,0,1,1,2,495,2188,173000
10005,4,1977,1156,866,2,0,2,360,3265,192000
20270,3,1979,1524,0,2,1,2,0,3098,245000
39104,2,1954,1363,0,1,1,2,396,2837,241500
53227,2,1954,1663,0,1,1,2,540,3235,256000
11512,2,1959,1357,0,1,1,1,322,3018,177000
5190,2,1948,617,462,1,0,1,0,1728,125600
10452,3,1953,1094,0,1,0,2,280,1890,155000
45600,5,1908,1307,1051,3,0,2,384,2228,240000
19550,2,1940,1518,0,1,1,0,0,2464,260000
21780,4,1918,1163,511,2,0,2,240,2328,185000
13728,4,1935,1236,872,2,0,2,0,1668,235000
9571,3,1956,1509,0,1,1,1,200,1727,159900
9350,2,1975,864,0,1,1,0,514,3804,99600
9360,3,1962,621,648,1,0,1,614,3891,134500
8405,4,1900,961,406,1,1,1,534,3228,119000
7000,3,1910,820,527,1,1,0,453,3012,107500
10880,3,1950,1164,0,1,1,1,472,2709,125000
9600,2,1924,572,524,1,0,0,484,1984,79000
9084,3,1941,616,495,1,0,1,864,3230,95000
11839,4,1990,1532,797,2,1,2,1348,4547,262280
9771,4,1995,1093,1721,2,0,2,874,3517,260000
9938,3,1994,1626,0,2,1,2,678,3177,226500
14171,4,1993,1101,1099,2,0,2,811,2912,225000
10541,3,1996,1302,735,2,0,2,438,2825,229000
10616,3,2007,628,728,2,0,2,603,2304,177439
9345,3,2007,1615,0,2,0,3,528,1980,248500
11778,3,2008,2276,0,2,1,3,352,2198,475000
11778,3,2008,1766,0,2,1,3,672,1980,395039
11228,3,1993,1080,1017,2,0,3,558,2836,228000
11454,3,1995,1511,0,2,1,3,600,2635,225000
11500,2,1966,1643,0,2,1,2,532,2434,195000
12798,4,1997,616,1072,2,1,2,588,2663,200000
9750,3,1994,990,0,1,1,2,527,2604,155000
9525,3,1995,1099,0,1,0,1,577,2947,144000
9245,3,1994,990,0,1,0,2,530,2988,145000
8696,3,1997,1418,0,2,1,2,564,2755,226001
13142,3,1997,872,899,2,1,2,626,2751,215700
8998,3,2000,782,870,2,0,2,608,2706,207500
9179,3,1999,882,908,2,1,2,308,1876,193000
8924,3,1998,880,844,2,0,2,328,1970,188000
9382,3,1999,1479,0,2,0,2,528,2038,191000
12803,3,2002,1494,0,2,1,2,576,1966,221000
12435,3,2001,963,829,2,0,2,576,2152,231500
12192,3,2000,928,895,2,1,2,440,2422,235000
11250,3,2001,920,866,2,1,2,280,1848,223500
9200,3,1975,938,0,1,1,1,352,1728,130250
8385,3,1977,985,0,2,0,1,352,1560,149900
12250,3,1978,1174,0,1,1,2,534,3572,158000
10970,3,1978,1026,0,1,1,2,577,3159,147000
9216,3,1975,1076,0,1,0,2,839,2857,143195
14330,2,1975,1558,0,2,1,2,570,3418,163000
7990,3,1975,924,0,1,0,1,660,2856,110000
7180,3,1972,864,0,1,0,1,541,3184,127000
7200,2,1972,780,0,1,0,1,905,3318,124900
9742,3,2002,1795,0,2,0,2,725,3304,230000
9473,3,2002,1128,903,2,1,2,715,3564,237000
10316,3,2000,992,873,2,1,3,779,3418,235000
10400,3,2001,1290,871,2,0,2,543,2652,230500
9066,3,1999,1004,848,2,0,3,596,3456,230000
11404,3,1998,1153,878,2,0,2,595,2438,222500
9240,3,2001,1055,1208,2,0,2,560,2614,287000
9720,3,2001,1366,581,2,1,3,493,2823,274000
14860,3,2002,1786,0,2,1,3,420,1696,300000
11250,4,2002,1149,1141,2,0,2,420,1696,255900
8158,3,2003,884,884,2,1,2,508,2971,224900
10905,4,2003,1129,1198,2,0,2,721,3676,240000
7226,3,2003,798,842,2,0,2,532,3072,183000
11690,3,1999,886,878,2,0,2,548,2566,207000
8750,4,1994,933,975,2,1,2,470,2890,210000
4435,1,2003,848,0,1,1,2,484,2872,136500
4426,1,2004,848,0,1,1,2,520,2352,145000
13125,3,1997,1493,0,2,1,2,484,2468,208900
10126,2,1997,1838,0,2,2,3,814,3128,185000
9135,3,2002,1536,0,2,1,2,610,2712,214000
8450,3,2003,856,854,2,1,2,410,2184,208500
9750,3,2004,1445,0,2,0,2,420,1696,186500
8450,3,2004,1436,0,2,1,2,420,1696,210000
8320,3,2004,770,812,2,0,2,420,1696,185900
11049,3,2007,1234,0,2,0,2,420,1696,179900
11058,3,2007,1564,0,2,0,3,0,1592,218836
9627,3,2007,1361,0,2,0,2,0,3472,193000
8199,3,2005,728,728,2,1,2,264,2184,189000
4426,1,2004,848,0,1,1,2,276,2512,149300
4426,1,2004,848,0,1,1,2,504,1489,141000
4438,1,2004,848,0,1,1,2,480,2254,149000
4438,1,2004,848,0,1,1,2,0,1992,144500
8777,2,1910,796,0,1,0,0,588,2319,85000
8777,4,1900,1272,928,2,2,0,397,2402,145900
9825,3,1966,1092,0,1,0,1,542,2146,123000
9937,3,1965,1256,0,1,1,1,440,2082,147500
12102,3,1976,1033,0,1,0,2,451,2264,165000
6500,3,1976,1127,0,1,0,2,624,3820,135000
13907,3,1940,996,0,1,1,0,1418,11752,108000
10012,3,1972,1181,0,2,1,2,525,1619,137500
6931,3,2003,760,896,2,0,2,0,1152,165400
9638,3,1977,1117,0,1,1,2,0,1152,147000
7200,3,1976,684,714,1,0,2,0,2880,160500
7024,2,2005,1132,0,1,1,2,0,1152,176000
47007,5,1959,3820,0,3,,2,0,1568,284700
63887,3,2008,4692,950,2,2,2,0,1638,160000
3675,2,2005,1072,0,1,1,2,0,1137,148000
6040,2,1955,1152,0,2,0,0,286,1841,82000
6012,2,1955,1152,0,2,0,0,240,1968,82000
12108,4,1955,1440,0,2,0,0,548,2411,118000
6845,2,1955,1152,0,2,0,0,300,2209,82500
6931,2,1955,784,0,1,1,0,312,1620,91900
12180,2,1938,585,468,1,0,0,205,2241,120000
8050,4,1947,929,208,1,0,0,0,1728,96000
9520,2,1953,930,0,1,0,1,0,1728,99000
11767,3,1946,768,432,1,0,1,0,2496,130500
8172,4,1954,997,473,2,0,1,400,2154,135000
16466,3,1955,872,521,1,0,1,240,2492,135500
7692,3,1954,1204,0,1,0,1,576,2875,100000
5142,3,1923,949,343,1,0,1,312,2652,108000
5604,2,1925,864,0,1,1,0,0,2904,98000
8248,2,1914,864,0,1,1,0,621,3213,67000
5687,6,1912,936,780,2,1,0,480,2880,135900
12155,4,1925,810,672,2,0,1,369,1960,140000
8400,4,1939,1052,720,2,0,1,672,2759,179500
8400,4,1925,1390,304,2,0,2,308,2520,136500
7290,2,1921,1424,0,2,0,1,400,1940,168000
8525,4,1911,1024,940,1,0,0,160,1558,130000
9842,4,1921,990,1611,3,0,2,180,2310,189000
7804,4,1930,960,960,2,2,2,240,2230,161900
8969,2,1926,672,644,1,1,1,599,2387,145000
11526,3,1922,1423,748,2,0,2,270,2278,191000
15576,4,1915,840,840,2,0,1,240,2375,177000
15564,3,1914,676,588,1,0,2,240,2880,147500
6292,2,1930,790,0,1,0,1,225,2258,91000
7609,3,1925,798,714,2,1,1,344,2182,231000
10480,3,1936,1166,0,1,0,1,786,2481,115000
9650,4,1923,819,784,1,0,2,1014,4175,138000
7200,3,1931,851,651,1,0,1,431,2752,149000
11988,3,1934,849,811,1,0,1,506,2993,188700
11700,4,1937,1265,673,2,0,1,484,3796,198000
9260,3,1938,932,442,1,0,1,924,2936,110000
7801,2,1951,1091,0,1,0,1,462,1548,104000
9670,4,1935,983,890,1,0,2,452,2272,257076
14100,4,1935,1968,1479,3,0,3,195,1813,381000
15660,3,1939,1137,817,1,0,2,240,1810,311500
12392,3,1950,1218,943,2,1,2,0,1592,263400
26073,3,1956,1898,0,2,0,2,432,1632,236500
14778,3,1954,1640,0,1,1,2,924,1518,224000
1879,2,1980,516,516,1,0,2,0,1980,116500
1950,3,1980,716,840,2,1,2,288,2280,151000
7000,2,1926,919,0,1,1,1,360,1432,126000
6000,3,1940,760,330,1,0,1,356,3106,120000
3636,2,1922,796,0,1,0,0,487,733,55000
5890,2,1930,816,0,1,0,1,185,1534,120500
6900,2,1940,778,0,1,0,1,250,1966,120500
8155,4,1930,780,420,1,0,0,195,1405,119000
6000,3,1967,1092,564,1,0,1,1248,1788,126000
7392,2,1930,912,0,1,0,1,216,1456,99500
9000,4,1958,1151,804,2,0,1,482,3252,165500
14584,2,1952,733,0,1,0,2,525,3244,13100
5280,2,1895,825,536,1,0,1,482,3240,89000
8500,3,1920,649,668,1,0,1,482,3240,40000
5150,2,1910,671,378,1,0,1,786,3872,80900
18000,2,1935,894,0,1,0,3,857,3257,81000
9000,3,1920,432,432,1,0,1,816,2730,65000
5587,2,2008,1652,0,2,1,2,358,2214,392500
3843,2,2007,1648,0,2,1,2,473,2475,294464
3811,2,2004,1646,0,2,1,2,484,1872,250000
